Date,High,Low,Open,Close,Volume,Adj Close
2019-08-19,18.18000030517578,17.81999969482422,17.81999969482422,17.899999618530273,4473641.0,17.311574935913086
2019-08-20,18.040000915527344,17.700000762939453,17.799999237060547,17.899999618530273,2851548.0,17.311574935913086
2019-08-21,18.079999923706055,17.84000015258789,17.899999618530273,18.0,2148457.0,17.408287048339844
2019-08-22,17.920000076293945,17.34000015258789,17.899999618530273,17.799999237060547,3561371.0,17.214860916137695
2019-08-23,17.719999313354492,17.440000534057617,17.600000381469727,17.600000381469727,2034421.0,17.02143669128418
2019-08-26,17.299999237060547,16.65999984741211,17.139999389648438,17.219999313354492,2853372.0,16.893898010253906
2019-08-27,17.399999618530273,17.020000457763672,17.200000762939453,17.200000762939453,3867127.0,16.874277114868164
2019-08-28,17.579999923706055,17.219999313354492,17.3799991607666,17.540000915527344,3041848.0,17.207839965820312
2019-08-29,17.719999313354492,17.31999969482422,17.719999313354492,17.559999465942383,2802489.0,17.227458953857422
2019-08-30,17.6200008392334,16.920000076293945,17.6200008392334,17.15999984741211,2958744.0,16.835033416748047
2019-09-02,17.020000457763672,16.600000381469727,17.020000457763672,16.81999969482422,2655373.0,16.501474380493164
2019-09-03,17.0,16.639999389648438,16.940000534057617,16.719999313354492,1215894.0,16.403366088867188
2019-09-04,17.959999084472656,16.639999389648438,16.719999313354492,17.780000686645508,6343160.0,17.443294525146484
2019-09-05,17.719999313354492,16.899999618530273,17.700000762939453,17.200000762939453,6022906.0,16.874277114868164
2019-09-06,17.479999542236328,17.079999923706055,17.239999771118164,17.299999237060547,4362411.0,16.972383499145508
2019-09-09,17.3799991607666,16.81999969482422,17.3799991607666,17.040000915527344,3582999.0,16.717308044433594
2019-09-10,17.1200008392334,16.799999237060547,17.1200008392334,16.979999542236328,4407581.0,16.658443450927734
2019-09-11,17.84000015258789,16.760000228881836,17.0,17.65999984741211,6810056.0,17.3255672454834
2019-09-12,17.940000534057617,17.459999084472656,17.799999237060547,17.5,4512704.0,17.168596267700195
2019-09-13,17.559999465942383,17.100000381469727,17.360000610351562,17.479999542236328,4967781.0,17.14897346496582
2019-09-16,17.6200008392334,17.239999771118164,17.540000915527344,17.280000686645508,3198068.0,16.952762603759766
2019-09-17,17.280000686645508,16.81999969482422,17.280000686645508,17.15999984741211,6542950.0,16.835033416748047
2019-09-18,17.239999771118164,16.979999542236328,17.18000030517578,17.100000381469727,3872686.0,16.776172637939453
2019-09-19,17.18000030517578,16.760000228881836,17.18000030517578,16.920000076293945,4746983.0,16.599578857421875
2019-09-20,17.299999237060547,16.6200008392334,16.760000228881836,16.6200008392334,30205547.0,16.305261611938477
2019-09-23,16.780000686645508,16.399999618530273,16.700000762939453,16.600000381469727,11716592.0,16.2856388092041
2019-09-24,16.8799991607666,16.420000076293945,16.6200008392334,16.540000915527344,4504086.0,16.226778030395508
2019-09-25,16.68000030517578,16.299999237060547,16.420000076293945,16.600000381469727,3055694.0,16.2856388092041
2019-09-26,16.860000610351562,16.440000534057617,16.559999465942383,16.780000686645508,5171493.0,16.46223258972168
2019-09-27,16.959999084472656,16.600000381469727,16.81999969482422,16.920000076293945,2954657.0,16.599578857421875
2019-09-30,17.1200008392334,16.760000228881836,16.81999969482422,17.100000381469727,3639168.0,16.776172637939453
2019-10-02,17.15999984741211,16.780000686645508,17.020000457763672,17.100000381469727,5260518.0,16.776172637939453
2019-10-03,17.280000686645508,16.920000076293945,16.920000076293945,17.239999771118164,4605138.0,16.91351890563965
2019-10-04,17.5,17.0,17.459999084472656,17.200000762939453,4260899.0,16.874277114868164
2019-10-08,17.5,16.979999542236328,17.34000015258789,17.020000457763672,3476152.0,16.69768714904785
2019-10-09,17.100000381469727,16.700000762939453,16.959999084472656,16.959999084472656,2840697.0,16.63882064819336
2019-10-10,16.959999084472656,16.700000762939453,16.899999618530273,16.860000610351562,3653572.0,16.54071617126465
2019-10-11,17.600000381469727,16.780000686645508,16.899999618530273,17.440000534057617,4934727.0,17.109731674194336
2019-10-14,17.579999923706055,17.15999984741211,17.440000534057617,17.360000610351562,3401265.0,17.031248092651367
2019-10-15,17.479999542236328,17.15999984741211,17.459999084472656,17.479999542236328,3599445.0,17.14897346496582
2019-10-16,17.899999618530273,17.239999771118164,17.5,17.780000686645508,5390098.0,17.443294525146484
2019-10-17,18.100000381469727,17.6200008392334,17.700000762939453,17.899999618530273,3041030.0,17.56102180480957
2019-10-18,17.920000076293945,17.459999084472656,17.899999618530273,17.600000381469727,2958245.0,17.26670265197754
2019-10-21,17.8799991607666,17.579999923706055,17.6200008392334,17.860000610351562,2046252.0,17.521780014038086
2019-10-22,17.8799991607666,17.600000381469727,17.860000610351562,17.780000686645508,2734288.0,17.443294525146484
2019-10-23,18.0,17.520000457763672,17.799999237060547,17.639999389648438,3436697.0,17.305944442749023
2019-10-24,17.8799991607666,17.639999389648438,17.799999237060547,17.799999237060547,2397663.0,17.462913513183594
2019-10-25,18.100000381469727,17.700000762939453,17.700000762939453,18.079999923706055,2473316.0,17.737611770629883
2019-10-28,18.219999313354492,18.0,18.100000381469727,18.219999313354492,2324613.0,17.874961853027344
2019-10-29,18.1200008392334,17.780000686645508,18.1200008392334,17.860000610351562,3776392.0,17.521780014038086
2019-10-30,17.899999618530273,17.559999465942383,17.760000228881836,17.68000030517578,3912883.0,17.34518814086914
2019-10-31,17.959999084472656,17.540000915527344,17.540000915527344,17.81999969482422,4529700.0,17.48253631591797
2019-11-01,18.079999923706055,17.739999771118164,17.760000228881836,18.079999923706055,2362079.0,17.737611770629883
2019-11-04,18.540000915527344,18.059999465942383,18.139999389648438,18.3799991607666,3444016.0,18.031930923461914
2019-11-05,18.420000076293945,18.100000381469727,18.399999618530273,18.420000076293945,2757435.0,18.07117462158203
2019-11-06,18.780000686645508,18.3799991607666,18.5,18.739999771118164,4698062.0,18.385114669799805
2019-11-07,19.020000457763672,18.579999923706055,18.760000228881836,19.0,4199365.0,18.64019012451172
2019-11-08,19.219999313354492,18.739999771118164,19.020000457763672,19.219999313354492,5992020.0,18.85602378845215
2019-11-11,19.200000762939453,18.520000457763672,18.920000076293945,19.079999923706055,6369445.0,18.71867561340332
2019-11-12,19.34000015258789,18.760000228881836,19.139999389648438,19.100000381469727,4931357.0,18.738298416137695
2019-11-13,19.059999465942383,18.260000228881836,18.899999618530273,18.34000015258789,7693543.0,17.99268913269043
2019-11-14,18.239999771118164,17.780000686645508,18.1200008392334,18.219999313354492,5113986.0,17.874961853027344
2019-11-15,18.399999618530273,17.920000076293945,18.100000381469727,18.200000762939453,3354830.0,17.8553409576416
2019-11-18,18.68000030517578,17.8799991607666,18.15999984741211,18.3799991607666,4291317.0,18.031930923461914
2019-11-19,18.65999984741211,18.299999237060547,18.3799991607666,18.479999542236328,3668102.0,18.130037307739258
2019-11-20,18.479999542236328,18.1200008392334,18.420000076293945,18.15999984741211,4389238.0,17.816097259521484
2019-11-21,18.15999984741211,17.68000030517578,18.1200008392334,18.040000915527344,3203427.0,17.6983699798584
2019-11-22,18.579999923706055,17.860000610351562,18.040000915527344,18.440000534057617,6396076.0,18.090795516967773
2019-11-25,18.84000015258789,18.299999237060547,18.299999237060547,18.440000534057617,6965911.0,18.090795516967773
2019-11-26,18.5,17.959999084472656,18.440000534057617,17.959999084472656,77630357.0,17.619884490966797
2019-11-27,18.520000457763672,17.959999084472656,17.979999542236328,18.479999542236328,40795199.0,18.130037307739258
2019-11-28,19.100000381469727,18.239999771118164,18.239999771118164,18.780000686645508,6943918.0,18.424358367919922
2019-11-29,19.0,18.34000015258789,18.68000030517578,18.940000534057617,5728245.0,18.581327438354492
2019-12-02,19.0,18.600000381469727,18.899999618530273,18.65999984741211,3577239.0,18.306629180908203
2019-12-03,18.68000030517578,18.040000915527344,18.479999542236328,18.520000457763672,4565101.0,18.169281005859375
2019-12-04,18.15999984741211,17.959999084472656,18.100000381469727,17.979999542236328,6779546.0,17.639507293701172
2019-12-05,18.200000762939453,17.579999923706055,17.780000686645508,18.15999984741211,6985981.0,17.816097259521484
