Date,Open,High,Low,Close,Adj Close,Volume
2019-08-05,64.400002,64.500000,62.299999,62.299999,62.007820,1485389
2019-08-06,61.700001,61.700001,60.049999,61.150002,60.863216,2041191
2019-08-07,61.000000,61.000000,59.700001,60.299999,60.085983,1470586
2019-08-08,60.299999,60.799999,60.000000,60.299999,60.085983,567463
2019-08-09,60.599998,60.799999,59.700001,59.700001,59.488113,970056
2019-08-12,60.000000,60.049999,59.299999,59.299999,59.089531,434904
2019-08-13,58.200001,58.349998,57.450001,57.799999,57.594856,1479445
2019-08-14,58.200001,59.000000,57.799999,57.900002,57.694500,809344
2019-08-15,57.000000,57.599998,56.450001,57.500000,57.295921,817784
2019-08-16,56.500000,57.700001,56.500000,57.500000,57.295921,742208
2019-08-19,58.000000,59.000000,57.750000,58.650002,58.441841,825980
2019-08-20,58.700001,59.200001,58.250000,58.549999,58.342194,757644
2019-08-21,58.400002,58.950001,58.000000,58.950001,58.740776,438119
2019-08-22,58.950001,58.950001,58.299999,58.799999,58.591305,877049
2019-08-23,59.200001,59.750000,59.000000,59.349998,59.139351,829825
2019-08-26,58.099998,58.200001,57.250000,58.200001,57.993435,929085
2019-08-27,58.549999,58.549999,58.000000,58.000000,57.794144,240499
2019-08-28,58.000000,58.150002,57.599998,57.950001,57.744324,283798
2019-08-29,58.000000,58.349998,57.599998,58.099998,57.893787,1209148
2019-08-30,59.349998,59.450001,59.000000,59.000000,58.790596,1050704
2019-09-02,58.799999,59.500000,58.450001,59.099998,58.890240,1189448
2019-09-03,59.000000,59.299999,58.599998,58.650002,58.441841,653675
2019-09-04,59.099998,61.299999,59.099998,61.150002,60.932968,3980472
2019-09-05,61.200001,61.599998,60.799999,60.799999,60.584206,1380187
2019-09-06,62.200001,62.599998,62.049999,62.250000,62.029060,1295758
2019-09-09,62.400002,62.650002,62.049999,62.450001,62.228352,559519
2019-09-10,63.450001,64.550003,63.299999,64.349998,64.121605,1094417
2019-09-11,66.150002,67.349998,66.150002,66.949997,66.712379,3407227
2019-09-12,66.699997,66.699997,64.599998,65.000000,64.769302,1585460
2019-09-13,65.150002,66.449997,65.000000,66.150002,65.915222,1401688
2019-09-16,68.000000,68.199997,66.800003,66.849998,66.612732,1662521
