Date,Open,High,Low,Close,Adj Close,Volume
2019-08-05,0.224000,0.224000,0.213000,0.215000,0.215000,150400
2019-08-06,0.215000,0.215000,0.214000,0.215000,0.215000,322000
2019-08-07,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-08-08,0.219000,0.222000,0.215000,0.220000,0.220000,12364000
2019-08-09,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-08-12,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-08-13,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-08-14,0.210000,0.220000,0.210000,0.222000,0.222000,38000
2019-08-15,0.222000,0.222000,0.222000,0.222000,0.222000,0
2019-08-16,0.222000,0.222000,0.222000,0.222000,0.222000,0
2019-08-19,0.220000,0.233000,0.220000,0.220000,0.220000,34000
2019-08-20,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-08-21,0.220000,0.220000,0.220000,0.220000,0.220000,50400
2019-08-22,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-08-23,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-08-26,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-08-27,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-08-28,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-08-29,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-08-30,0.220000,0.220000,0.220000,0.220000,0.220000,0
2019-09-02,0.203000,0.215000,0.201000,0.215000,0.215000,202000
2019-09-03,0.204000,0.208000,0.202000,0.204000,0.204000,380000
2019-09-04,0.201000,0.208000,0.201000,0.208000,0.208000,900000
2019-09-05,0.208000,0.208000,0.208000,0.208000,0.208000,0
2019-09-06,0.208000,0.210000,0.208000,0.210000,0.210000,130000
2019-09-09,0.210000,0.210000,0.210000,0.210000,0.210000,50000
2019-09-10,0.202000,0.205000,0.202000,0.210000,0.210000,273200
2019-09-11,0.203000,0.203000,0.203000,0.203000,0.203000,0
2019-09-12,0.203000,0.214000,0.203000,0.214000,0.214000,168000
2019-09-13,0.208000,0.214000,0.208000,0.214000,0.214000,140000
2019-09-16,0.210000,0.223000,0.210000,0.209000,0.209000,216000
2019-09-17,0.215000,0.216000,0.213000,0.216000,0.216000,154000
2019-09-18,0.219000,0.219000,0.217000,0.217000,0.217000,44000
2019-09-19,0.206000,0.215000,0.206000,0.215000,0.215000,120000
2019-09-20,0.215000,0.215000,0.215000,0.215000,0.215000,0
2019-09-23,0.215000,0.215000,0.215000,0.215000,0.215000,0
2019-09-24,0.215000,0.215000,0.215000,0.215000,0.215000,0
2019-09-25,0.215000,0.215000,0.215000,0.215000,0.215000,0
2019-09-26,0.214000,0.214000,0.214000,0.214000,0.214000,0
2019-09-27,0.214000,0.214000,0.214000,0.214000,0.214000,0
2019-09-30,0.212000,0.212000,0.212000,0.212000,0.212000,100000
2019-10-02,0.212000,0.212000,0.212000,0.212000,0.212000,0
2019-10-03,0.206000,0.212000,0.206000,0.211000,0.211000,22000
2019-10-04,0.210000,0.219000,0.202000,0.219000,0.219000,250000
2019-10-08,0.210000,0.215000,0.215000,0.215000,0.215000,140000
2019-10-09,0.215000,0.215000,0.215000,0.215000,0.215000,0
2019-10-10,0.215000,0.215000,0.215000,0.215000,0.215000,0
2019-10-11,0.215000,0.215000,0.215000,0.215000,0.215000,0
2019-10-14,0.215000,0.215000,0.215000,0.215000,0.215000,0
2019-10-15,0.210000,0.210000,0.210000,0.210000,0.210000,22000
2019-10-16,0.210000,0.210000,0.210000,0.210000,0.210000,50000
2019-10-17,0.210000,0.210000,0.210000,0.210000,0.210000,0
2019-10-18,0.206000,0.208000,0.206000,0.209000,0.209000,70000
2019-10-21,0.210000,0.211000,0.195000,0.204000,0.204000,724000
2019-10-22,0.208000,0.208000,0.199000,0.207000,0.207000,46000
2019-10-23,0.205000,0.205000,0.205000,0.205000,0.205000,0
2019-10-24,0.210000,0.210000,0.202000,0.208000,0.208000,320000
2019-10-25,0.202000,0.213000,0.201000,0.213000,0.213000,150000
2019-10-28,0.213000,0.213000,0.213000,0.213000,0.213000,0
2019-10-29,0.213000,0.213000,0.213000,0.213000,0.213000,0
2019-10-30,0.213000,0.213000,0.213000,0.213000,0.213000,0
2019-10-31,0.213000,0.213000,0.213000,0.213000,0.213000,0
2019-11-01,0.210000,0.210000,0.202000,0.210000,0.210000,234000
2019-11-04,0.210000,0.210000,0.201000,0.210000,0.210000,306640
2019-11-05,0.210000,0.210000,0.210000,0.210000,0.210000,0
2019-11-06,0.210000,0.214000,0.210000,0.214000,0.214000,168000
2019-11-07,0.214000,0.214000,0.214000,0.214000,0.214000,0
2019-11-08,0.214000,0.214000,0.214000,0.214000,0.214000,0
2019-11-11,0.208000,0.208000,0.208000,0.208000,0.208000,110000
2019-11-12,0.206000,0.206000,0.206000,0.206000,0.206000,0
2019-11-13,0.204000,0.204000,0.204000,0.204000,0.204000,0
2019-11-14,0.204000,0.204000,0.204000,0.204000,0.204000,0
2019-11-15,0.204000,0.204000,0.204000,0.204000,0.204000,0
2019-11-18,0.204000,0.204000,0.204000,0.204000,0.204000,0
2019-11-19,0.204000,0.204000,0.204000,0.204000,0.204000,0
2019-11-20,0.182000,0.195000,0.181000,0.200000,0.200000,242000
2019-11-21,0.192000,0.192000,0.192000,0.203000,0.203000,40000
