Date,Open,High,Low,Close,Adj Close,Volume
2019-08-05,0.230000,0.245000,0.226000,0.230000,0.218247,1820000
2019-08-06,0.216000,0.225000,0.211000,0.225000,0.213502,3200000
2019-08-07,0.225000,0.239000,0.225000,0.234000,0.222042,450000
2019-08-08,0.244000,0.244000,0.234000,0.239000,0.226787,490000
2019-08-09,0.249000,0.249000,0.241000,0.241000,0.228684,770000
2019-08-12,0.255000,0.255000,0.238000,0.249000,0.236276,570000
2019-08-13,0.255000,0.255000,0.231000,0.239000,0.226787,150000
2019-08-14,0.239000,0.239000,0.239000,0.239000,0.226787,0
2019-08-15,0.230000,0.240000,0.228000,0.240000,0.227736,510000
2019-08-16,0.249000,0.249000,0.240000,0.240000,0.227736,410000
2019-08-19,0.241000,0.249000,0.241000,0.241000,0.228684,300000
2019-08-20,0.241000,0.241000,0.241000,0.241000,0.228684,0
2019-08-21,0.241000,0.243000,0.241000,0.243000,0.230582,450000
2019-08-22,0.246000,0.246000,0.246000,0.246000,0.233429,0
2019-08-23,0.245000,0.245000,0.245000,0.245000,0.232480,0
2019-08-26,0.230000,0.239000,0.214000,0.239000,0.226787,340000
2019-08-27,0.239000,0.239000,0.239000,0.239000,0.232627,0
2019-08-28,0.248000,0.248000,0.225000,0.225000,0.219000,448500
2019-08-29,0.239000,0.239000,0.221000,0.221000,0.221000,600000
2019-08-30,0.240000,0.240000,0.214000,0.220000,0.220000,620000
2019-09-02,0.218000,0.218000,0.218000,0.218000,0.218000,0
2019-09-03,0.210000,0.222000,0.210000,0.215000,0.215000,840000
2019-09-04,0.215000,0.222000,0.215000,0.222000,0.222000,130000
2019-09-05,0.212000,0.219000,0.212000,0.219000,0.219000,30000
2019-09-06,0.218000,0.224000,0.216000,0.217000,0.217000,520000
2019-09-09,0.212000,0.212000,0.212000,0.212000,0.212000,50000
2019-09-10,0.215000,0.215000,0.215000,0.215000,0.215000,10000
2019-09-11,0.215000,0.215000,0.215000,0.215000,0.215000,60000
2019-09-12,0.216000,0.216000,0.216000,0.220000,0.220000,70000
2019-09-13,0.220000,0.220000,0.220000,0.220000,0.220000,20000
2019-09-16,0.220000,0.220000,0.215000,0.216000,0.216000,230000
2019-09-17,0.223000,0.224000,0.223000,0.224000,0.224000,150000
2019-09-18,0.224000,0.224000,0.224000,0.224000,0.224000,0
2019-09-19,0.201000,0.209000,0.201000,0.209000,0.209000,30000
2019-09-20,0.215000,0.224000,0.215000,0.222000,0.222000,390000
2019-09-23,0.216000,0.220000,0.216000,0.222000,0.222000,500000
2019-09-24,0.217000,0.224000,0.217000,0.224000,0.224000,420000
2019-09-25,0.218000,0.218000,0.218000,0.218000,0.218000,30000
2019-09-26,0.218000,0.218000,0.218000,0.218000,0.218000,180000
2019-09-27,0.215000,0.225000,0.215000,0.225000,0.225000,230000
2019-09-30,0.225000,0.225000,0.215000,0.215000,0.215000,220000
2019-10-02,0.220000,0.220000,0.218000,0.218000,0.218000,420000
