Date,Open,High,Low,Close,Adj Close,Volume
2019-08-05,119.800003,122.000000,119.000000,121.599998,117.853271,42100
2019-08-06,119.800003,121.300003,119.800003,121.000000,117.271759,10000
2019-08-07,120.300003,121.000000,119.300003,120.900002,117.174850,16000
2019-08-08,120.500000,120.500000,120.500000,120.500000,116.787170,0
2019-08-09,120.000000,120.000000,120.000000,120.000000,116.302574,0
2019-08-12,118.000000,119.000000,117.300003,118.699997,115.042625,19000
2019-08-13,116.400002,117.500000,116.099998,117.500000,113.879608,30000
2019-08-14,117.800003,117.800003,114.500000,115.800003,112.231987,21000
2019-08-15,115.699997,115.900002,112.699997,114.900002,111.359718,60671
2019-08-16,114.199997,116.599998,111.400002,116.599998,113.007332,135000
2019-08-19,116.599998,116.800003,115.400002,116.000000,112.425819,23779
2019-08-20,116.000000,116.400002,114.400002,115.500000,111.941223,15000
2019-08-21,114.000000,114.400002,113.400002,114.400002,110.875122,5000
2019-08-22,114.400002,116.000000,113.000000,116.000000,112.425819,25000
2019-08-23,116.000000,116.800003,114.099998,116.099998,112.522736,27000
2019-08-26,114.300003,117.000000,112.699997,116.000000,112.425819,76000
2019-08-27,115.000000,118.400002,114.400002,118.400002,114.751877,35000
2019-08-28,118.500000,121.500000,118.500000,121.500000,117.756355,28000
2019-08-29,121.500000,122.900002,121.500000,122.000000,118.240944,41000
2019-08-30,122.500000,124.199997,122.500000,124.199997,120.373161,67000
2019-09-02,123.699997,123.699997,123.699997,123.699997,119.888565,0
2019-09-03,121.000000,123.300003,121.000000,123.000000,119.210144,6000
2019-09-04,123.000000,124.199997,121.400002,124.099998,120.276237,41100
2019-09-05,124.199997,124.199997,122.599998,124.000000,120.179329,31000
2019-09-06,124.000000,126.000000,124.000000,124.699997,120.857758,26000
2019-09-09,124.500000,124.500000,124.500000,124.500000,120.663925,0
2019-09-10,124.400002,124.400002,124.400002,124.400002,120.567001,0
2019-09-11,124.500000,126.300003,122.599998,124.500000,120.663925,21000
2019-09-12,124.500000,124.500000,124.500000,124.500000,120.663925,0
2019-09-13,124.500000,126.199997,124.500000,125.000000,121.148514,6000
2019-09-16,124.500000,126.800003,124.500000,126.800003,122.893059,12000
2019-09-17,125.000000,126.800003,125.000000,125.000000,121.148514,11000
2019-09-18,123.300003,123.300003,123.300003,123.300003,119.500893,1000
2019-09-19,122.199997,123.800003,121.199997,123.000000,119.210144,42000
2019-09-20,123.000000,124.400002,123.000000,124.400002,120.567001,10000
2019-09-23,122.699997,122.699997,122.699997,122.699997,118.919380,1000
2019-09-24,123.000000,124.699997,123.000000,124.000000,120.179329,13000
2019-09-25,123.400002,124.099998,123.400002,124.099998,120.276237,4076
2019-09-26,124.000000,124.800003,123.500000,123.699997,119.888565,21000
2019-09-27,124.500000,125.099998,124.500000,125.000000,121.148514,60000
2019-09-30,125.000000,126.500000,124.900002,126.500000,122.602295,24000
2019-10-02,126.000000,126.000000,126.000000,126.000000,122.117699,1000
2019-10-03,125.000000,125.500000,125.000000,125.000000,121.148514,18000
2019-10-04,125.000000,125.000000,125.000000,125.000000,121.148514,22000
2019-10-08,125.000000,125.000000,122.099998,125.000000,121.148514,23000
2019-10-09,124.099998,125.000000,124.099998,125.000000,121.148514,3000
2019-10-10,124.500000,124.500000,124.500000,124.500000,120.663925,0
2019-10-11,124.500000,126.800003,124.500000,126.800003,122.893059,10065
2019-10-14,126.800003,126.800003,126.800003,126.800003,122.893059,0
2019-10-15,126.800003,127.000000,125.800003,127.000000,123.086891,24000
2019-10-16,127.000000,127.000000,127.000000,127.000000,123.086891,0
2019-10-17,126.800003,126.800003,126.800003,126.800003,122.893059,0
2019-10-18,126.800003,127.000000,126.800003,126.800003,122.893059,5000
2019-10-21,125.800003,126.900002,125.800003,126.099998,122.214622,11000
2019-10-22,125.599998,127.000000,125.599998,126.800003,122.893059,41000
2019-10-23,126.000000,126.800003,125.800003,125.800003,121.923866,12000
2019-10-24,126.699997,127.000000,126.699997,127.000000,123.086891,16000
2019-10-25,125.800003,127.000000,125.800003,127.000000,123.086891,14500
2019-10-28,127.699997,127.699997,127.699997,127.699997,123.765320,0
2019-10-29,127.500000,128.500000,127.500000,128.500000,124.540680,6000
2019-10-30,127.699997,129.899994,127.699997,129.899994,125.897530,49500
2019-10-31,129.000000,130.000000,129.000000,129.899994,125.897530,11000
2019-11-01,130.000000,130.000000,130.000000,130.000000,125.994461,2000
2019-11-04,130.000000,130.000000,130.000000,130.000000,125.994461,1000
2019-11-05,129.100006,130.199997,129.100006,130.000000,125.994461,2495
2019-11-06,130.000000,130.000000,130.000000,130.000000,125.994461,0
2019-11-07,130.000000,130.000000,128.100006,128.899994,124.928345,8400
2019-11-08,128.800003,128.800003,128.800003,128.800003,124.831429,0
2019-11-11,126.400002,129.600006,125.099998,129.600006,125.606781,18000
2019-11-12,129.300003,129.699997,129.300003,129.699997,125.703697,10000
2019-11-13,125.500000,129.699997,125.099998,129.699997,125.703697,28300
2019-11-14,129.500000,130.000000,129.500000,130.000000,125.994461,4000
2019-11-15,130.000000,130.000000,130.000000,130.000000,125.994461,15000
2019-11-18,129.600006,129.600006,129.600006,129.600006,125.606781,0
2019-11-19,129.199997,129.199997,129.199997,129.199997,125.219101,0
2019-11-20,129.000000,130.000000,129.000000,130.000000,125.994461,5000
2019-11-21,127.000000,127.099998,127.000000,127.099998,126.093666,5000
2019-11-22,126.599998,127.099998,125.000000,127.099998,126.093666,16000
2019-11-25,127.500000,128.000000,127.099998,128.000000,126.986542,8200
2019-11-26,127.699997,128.300003,127.699997,128.300003,127.284172,3000
2019-11-27,128.399994,129.000000,128.399994,128.399994,127.383369,8000
2019-11-28,128.399994,129.000000,128.399994,129.000000,127.978622,8000
2019-11-29,129.899994,129.899994,129.899994,129.899994,128.871490,1000
2019-12-02,129.899994,130.000000,129.899994,130.000000,128.970703,6000
2019-12-03,130.399994,130.399994,130.399994,130.399994,129.367538,1000
2019-12-04,130.399994,130.399994,130.399994,130.399994,129.367538,0
2019-12-05,130.500000,130.500000,130.500000,130.500000,129.466751,1000
2019-12-06,130.500000,130.500000,130.500000,130.500000,129.466751,0
2019-12-09,130.500000,130.500000,130.500000,130.500000,129.466751,6000
2019-12-10,130.399994,130.399994,130.399994,130.500000,129.466751,4000
2019-12-11,130.500000,131.000000,130.000000,130.500000,129.466751,36460
2019-12-12,130.500000,130.500000,130.500000,130.500000,129.466751,1000
2019-12-13,130.500000,130.500000,130.500000,130.500000,129.466751,0
2019-12-16,128.800003,129.300003,128.199997,129.300003,128.276245,4000
2019-12-17,130.000000,130.199997,130.000000,130.199997,129.169113,4000
2019-12-18,130.500000,130.899994,130.500000,130.899994,129.863571,4000
2019-12-19,130.899994,131.000000,130.899994,131.000000,129.962784,6000
2019-12-20,130.100006,131.500000,130.100006,131.500000,130.458832,13000
2019-12-23,131.500000,131.699997,131.500000,131.699997,130.657242,3000
2019-12-24,130.199997,132.000000,130.199997,132.000000,130.954865,4000
2019-12-27,132.000000,132.000000,132.000000,132.000000,130.954865,7000
2019-12-30,132.000000,132.000000,132.000000,132.000000,130.954865,5000
2019-12-31,132.000000,132.000000,131.800003,132.000000,130.954865,12000
2020-01-02,132.000000,132.000000,132.000000,132.000000,130.954865,0
2020-01-03,130.000000,132.000000,129.100006,132.000000,130.954865,8000
2020-01-06,130.500000,131.100006,130.100006,130.100006,129.069916,15000
2020-01-07,130.100006,130.100006,129.000000,129.000000,127.978622,5000
2020-01-08,127.599998,128.899994,126.800003,128.800003,127.780212,6000
2020-01-09,128.399994,128.399994,128.399994,128.399994,127.383369,1000
2020-01-10,128.399994,128.399994,128.399994,128.399994,127.383369,0
2020-01-13,126.800003,129.000000,126.500000,129.000000,127.978622,15000
2020-01-14,129.000000,129.100006,128.000000,129.100006,128.077835,4000
2020-01-15,128.100006,129.100006,128.000000,129.100006,128.077835,8100
2020-01-16,129.100006,129.100006,129.100006,129.100006,128.077835,0
2020-01-17,131.000000,131.000000,128.600006,128.699997,127.681000,6000
2020-01-20,128.300003,129.500000,127.599998,129.500000,128.474670,6000
2020-01-21,127.599998,129.199997,127.099998,129.199997,128.177032,9000
2020-01-22,129.500000,129.500000,129.500000,129.500000,128.474670,2000
2020-01-23,129.000000,129.500000,129.000000,129.600006,128.573883,3000
2020-01-24,129.600006,129.600006,129.600006,129.600006,128.573883,0
2020-01-29,127.400002,127.400002,126.800003,126.800003,125.796043,4000
2020-01-30,126.400002,127.900002,124.699997,127.900002,126.887337,12000
2020-01-31,127.800003,132.000000,127.800003,132.000000,130.954865,11000
2020-02-03,128.199997,131.699997,128.199997,131.699997,130.657242,34390
2020-02-04,130.100006,131.699997,130.100006,131.699997,130.657242,13000
2020-02-05,131.699997,131.699997,130.000000,131.600006,130.558044,16686
2020-02-06,130.199997,130.600006,130.000000,130.000000,128.970703,10000
2020-02-07,129.199997,129.199997,129.199997,129.199997,128.177032,0
